,FlightNumber
4075,SJU_EWR_88847
4076,ORD_CRW_92701
4077,OMA_DEN_58001
4078,STL_MCO_90719
4079,MSP_HNL_90457
4080,PBI_ORD_61209
4081,MIA_ORD_74507
4082,PHL_BOS_94855
4083,MSP_MDW_99177
4084,PWM_LGA_70180
4085,ATL_EWR_94538
4086,LEX_EWR_103037
4087,PHL_PIT_73942
4088,ATL_PHF_89696
4089,CVG_PHF_97786
4090,PBI_ORD_89583
4091,ATL_PHF_77979
4092,BWI_CLE_85885
4093,ATL_GRR_69116
4094,DFW_CMH_94220
4095,MCI_DTW_105442
4096,MIA_ORD_59610
4097,ATL_EWR_102364
4098,MHT_BWI_81272
4099,RDU_BOS_67027
4100,MHT_CLE_81658
4101,PHL_DTW_100851
4102,PHX_BUR_69431
4103,LAS_ORD_77154
4104,RDU_BOS_98152
4105,MHT_BWI_80312
4106,PHF_ATL_64891
4107,RIC_CLE_73852
4108,DCA_MSP_90891
4109,PHX_BUR_74742
4110,MHT_BWI_70822
4111,PHF_ATL_99947
4112,DFW_PIT_92915
4113,IND_PIE_91993
4114,MKE_MSP_100829
4115,EWR_CLE_102131
4116,OMA_ORD_86370
4117,ATL_AVL_66037
4118,RDU_BOS_69814
4119,PHL_JAX_69277
4120,PVD_ORD_101102
4121,SAN_PDX_85119
4122,SNA_ATL_60162
4123,ORF_ATL_101672
4124,EWR_DEN_102876
4125,GNV_ATL_71558
4126,BOS_DCA_92339
4127,MKE_MSP_81448
4128,PIT_CLT_57998
4129,SLC_FAT_70567
4130,PIT_ORD_87464
4131,IAH_DEN_65480
4132,MSP_PIT_96763
4133,DFW_GSO_96237
4134,DEN_ELP_77428
4135,DFW_HSV_91268
4136,ATL_EYW_78987
4137,PHX_LAS_64297
4138,CVG_GSP_57718
4139,IAH_CAE_81265
4140,DCA_MCI_89227
4141,ORD_XNA_100797
4142,CVG_IAD_76418
4143,BWI_CLT_97534
4144,SFO_EWR_75492
4145,EWR_PIT_77510
4146,PHL_DTW_70218
4147,DFW_DTW_68769
4148,ORD_RST_82836
4149,ATL_AGS_96678
4150,ATL_PDX_87324
4151,ORD_MDT_74684
4152,DFW_OGG_73393
4153,PWM_LGA_68307
4154,ATL_BTR_61231
4155,PHX_IAD_63923
4156,ATL_ATW_72620
4157,COS_ORD_93241
4158,HOU_BHM_62396
4159,TUS_DEN_65771
4160,PHX_SAN_94569
4161,DFW_CLE_99914
4162,ORD_STL_73110
4163,DEN_SAN_99499
4164,BOS_RDU_64350
4165,ATL_ATW_103729
4166,TRI_ATL_96766
4167,DFW_CLE_85724
4168,LAS_HOU_71264
4169,DEN_SFO_59749
4170,CLT_JFK_97337
4171,MCO_ISP_64921
4172,MCO_IND_101785
4173,MSY_DEN_71550
4174,MIA_LAX_97345
4175,MCO_BNA_97306
4176,MDW_OMA_84834
4177,LAX_IAD_70448
4178,CVG_ORF_66129
4179,CVG_ORF_95207
4180,DFW_ATL_101891
4181,IAD_CRW_68927
4182,DFW_TPA_87375
4183,ORD_LIT_71673
4184,TPA_IAD_70942
4185,SFO_DEN_60747
4186,ATL_SJU_96753
4187,CVG_ERI_57196
4188,DTW_FLL_71033
4189,DSM_DFW_64533
4190,CVG_JAX_60659
4191,TPA_IAH_92618
4192,AUS_ORD_82889
4193,ATL_PHF_97882
4194,BNA_ORD_103063
4195,MIA_EWR_83929
4196,ATL_ATW_97426
4197,DFW_PNS_71398
4198,CVG_JAX_78041
4199,MCO_CLT_65577
4200,ATL_PHF_63488
4201,EWR_ORF_75397
4202,PIT_CLT_60561
4203,ORD_MHT_59533
4204,IAD_RDU_82723
4205,ONT_PHX_82615
4206,MCO_DTW_64767
4207,MSP_SFO_92831
4208,PBI_ORD_98752
4209,JAX_PHL_104726
4210,MSP_CLE_83965
4211,LAS_RNO_63754
4212,ATL_IAH_86789
4213,AUS_BNA_57087
4214,MCO_BWI_59712
4215,CLE_ORD_99341
4216,MDW_OMA_78641
4217,JFK_BUF_82502
4218,MCO_DTW_80087
4219,MDW_OAK_82023
4220,SEA_OAK_61100
4221,ORD_MHT_58028
4222,PIT_CLT_94879
4223,DFW_SDF_99078
4224,GTF_DEN_59595
4225,GTF_DEN_98387
4226,DFW_SDF_90961
4227,STL_ORD_77652
4228,DFW_CLL_105152
4229,JFK_MLB_61470
4230,ATL_SAT_64252
4231,ATL_MOB_94762
4232,SJU_DFW_66872
4233,MCI_ORD_71761
4234,ROC_ATL_90415
4235,LAX_SEA_77619
4236,ROC_ATL_76457
4237,MSP_SFO_65251
4238,BDL_ORD_94834
4239,MCI_ORD_103659
4240,IAH_SLC_91027
4241,DCA_BNA_85667
4242,ATL_MOB_60612
4243,DEN_SLC_69098
4244,DCA_IAH_72267
4245,PHX_MCI_97473
4246,STL_DFW_100486
4247,LAX_BWI_72862
4248,CRW_ATL_63261
4249,BNA_JFK_57212
4250,ATL_ORF_99418
4251,IAD_GSO_79926
4252,EWR_ORD_86303
4253,COS_ORD_94539
4254,DFW_BWI_68881
4255,ATL_RIC_97769
4256,ORD_ALB_65493
4257,ORD_DTW_67425
4258,LIT_ORD_92589
4259,ATL_MYR_71827
4260,GTR_ATL_83479
4261,CVG_MSP_103061
4262,IAD_BDL_61544
4263,MHT_TPA_74926
4264,DFW_PNS_58509
4265,MSP_AUS_66856
4266,MCO_STL_102192
4267,CVG_ORF_82695
4268,OMA_DEN_65009
4269,SLC_LAS_87004
4270,MKE_EWR_91135
4271,BHM_DCA_68260
4272,BOS_PHL_93152
4273,ROC_ATL_87406
4274,ROC_DTW_103211
4275,BOS_BWI_70814
4276,SFO_JFK_98636
4277,OMA_STL_102090
4278,STL_JFK_101791
4279,CVG_ORF_86299
4280,ORD_MSP_82934
4281,ATL_CHO_67056
4282,BOI_SLC_62790
4283,JFK_ROC_70710
4284,MCI_SEA_102115
4285,DFW_PNS_81864
4286,CVG_ORF_67462
4287,CVG_GRR_57218
4288,SGF_DFW_61457
4289,ATL_ORF_96942
4290,JFK_SYR_84189
4291,LGA_ATL_88266
4292,MDT_ATL_67211
4293,PIT_ORD_65938
4294,DCA_BNA_69384
4295,DFW_BTR_58519
4296,DEN_IAH_60135
4297,JAX_JFK_58174
4298,DFW_TPA_96341
4299,PHX_MCI_71513
4300,PHL_DFW_78462
4301,PIT_ORD_72410
4302,CVG_AVL_61299
4303,TPA_JFK_99002
4304,GSO_IAH_70528
4305,BOS_BGR_73355
4306,IAD_PWM_99494
4307,LGA_IAH_88307
4308,ATL_PHL_74006
4309,MCO_CLT_89156
4310,DFW_SJU_81221
4311,STL_SFO_67212
4312,HOU_DFW_99451
4313,TPA_ATL_76267
4314,STL_JFK_101485
4315,SEA_KTN_95760
4316,FLL_ATL_85220
4317,IAH_IND_93419
4318,IND_ORD_93492
4319,IAD_EWR_99506
4320,IAD_TYS_87897
4321,IAH_ELP_94467
4322,MSP_PHL_84833
4323,PHX_STL_99854
4324,MSP_PHL_79944
4325,CLT_RIC_85153
4326,DFW_ELP_84375
4327,PHX_STL_101062
4328,CVG_ATL_64213
4329,RNO_PHX_67932
4330,PHL_CLT_63675
4331,IAD_JAX_77541
4332,JFK_ROC_100843
4333,ATL_MIA_88253
4334,EWR_ATL_67063
4335,TPA_JFK_66554
4336,ATL_MIA_86247
4337,IAH_DFW_104462
4338,SJC_LAS_89393
4339,LGA_FLL_90435
4340,DFW_CMH_66867
4341,MCI_DEN_81409
4342,ORD_DEN_98439
4343,MDW_PHL_100735
4344,SNA_OAK_67394
4345,AUS_PHX_63152
4346,MDW_PHL_82157
4347,HOU_BWI_92754
4348,LAX_BWI_98646
4349,MDW_PHL_58765
4350,SFO_AUS_62558
4351,DAY_ATL_73708
4352,PBI_IAH_81594
4353,LAX_LAS_97059
4354,CVG_GSP_92008
4355,DFW_MEM_98663
4356,ROA_ATL_101880
4357,DFW_MEM_80810
4358,LAX_BNA_92420
4359,RDU_BOS_97176
4360,PIT_JFK_98065
4361,DEN_SEA_75221
4362,MOB_ATL_90346
4363,TPA_CLT_93077
4364,JFK_ORF_62672
4365,CLT_JFK_76212
4366,DFW_IAH_97210
4367,CLT_JFK_91232
4368,MIA_CVG_65574
4369,STL_EWR_63162
4370,TUS_LAX_69970
4371,SAN_SFO_96813
4372,CVG_MHT_92566
4373,ATL_SAT_62394
4374,LGA_DCA_76379
4375,JFK_ORF_99748
4376,ATL_SRQ_77415
4377,BOS_LGA_85601
4378,ATL_LAS_75135
4379,EWR_BWI_72942
4380,IAH_DFW_103688
4381,MIA_IAH_74994
4382,SJC_LAX_75407
4383,CVG_HVN_91124
4384,MDW_OAK_60647
4385,HOU_BWI_97990
4386,ATL_ORF_98185
4387,ORF_JFK_73524
4388,ATL_ORF_98399
4389,ISP_BWI_74411
4390,ORF_JFK_96142
4391,PHL_JFK_59162
4392,BOS_JFK_92260
4393,CVG_MKE_71338
4394,CVG_ABE_71587
4395,MSP_MKE_57434
4396,TPA_DFW_105334
4397,PHL_JFK_66387
4398,DCA_ROC_97493
4399,DCA_BTV_91117
4400,TUL_ATL_104053
4401,BOS_JFK_90708
4402,EWR_PIT_61314
4403,ATL_MSY_80871
4404,DEN_CPR_65884
4405,MSP_PHL_68986
4406,MOB_DFW_70764
4407,CVG_PVD_104446
4408,DEN_CPR_105647
4409,BUF_PHL_92299
4410,ATL_GNV_87624
4411,AUS_ORD_77673
4412,EWR_MHT_67576
4413,SJU_PHL_104185
4414,AUS_ORD_102699
4415,CLT_DCA_90680
4416,RDU_ORD_88036
4417,LGA_MCO_88285
4418,OMA_DFW_86853
4419,IAH_OMA_104678
4420,PHX_CMH_94265
4421,OAK_LAX_89477
4422,IAD_MCO_77601
4423,ATL_MLI_73987
4424,PHL_JFK_103799
4425,TPA_DFW_68094
4426,MDW_ISP_94002
4427,DTW_PHX_89683
4428,IAH_MSY_85669
4429,MOB_IAH_87964
4430,LAX_SLC_91184
4431,PHL_JFK_84024
4432,IAH_MSY_104631
4433,LGB_OAK_74349
4434,DTW_PHX_73049
4435,SMF_LAS_68358
4436,OAK_PDX_91005
4437,BOS_JFK_98127
4438,MDW_FLL_81683
4439,LAX_SLC_73900
4440,BDL_DFW_101066
4441,SLC_BOS_77769
4442,CLT_DCA_103892
4443,LIT_IAH_93923
4444,TYS_DFW_87220
4445,ORD_XNA_70170
4446,CMH_IAH_72370
4447,LAX_SLC_72613
4448,IAD_SAV_81379
4449,SFO_FAT_89628
4450,ORD_PHX_65631
4451,MSP_LGA_95776
4452,SFO_BOS_75303
4453,DCA_MCO_93979
4454,LAX_IAH_101227
4455,FLL_CVG_81067
4456,FLL_IND_80081
4457,CVG_DSM_82151
4458,IAD_CLE_74979
4459,LAX_DFW_72513
4460,ATL_MIA_60128
4461,DFW_IAH_101392
4462,IAH_MCO_92068
4463,ATL_EVV_79862
4464,EWR_SJU_80054
4465,MCO_IAH_64943
4466,BWI_BUF_96211
4467,LAX_SLC_96140
4468,RDU_BDL_70948
4469,ONT_SMF_69457
4470,PHL_DFW_87829
4471,SJC_SNA_67241
4472,SGU_LAX_104506
4473,IAH_RSW_86656
4474,EWR_DCA_64826
4475,BUR_SEA_61537
4476,PIA_ATL_94110
4477,CID_ORD_81835
4478,CVG_GSO_100503
4479,ATL_EVV_58548
4480,DEN_PIT_61794
4481,GPT_IAH_70437
4482,ATL_CHO_69636
4483,JAX_PHL_71841
4484,MSP_JFK_79289
4485,ORD_DCA_84336
4486,CVG_MCO_59661
4487,ATL_TUL_90499
4488,MIA_SJU_63764
4489,PWM_LGA_85905
4490,DTW_LGA_79035
4491,ATL_MDW_83311
4492,PHX_SEA_61652
4493,JAN_DFW_58303
4494,MDW_SFO_101866
4495,ATL_CLT_63204
4496,MSP_LGA_104938
4497,JFK_LAX_95345
4498,ATL_MEI_86649
4499,ORD_SJU_101750
4500,DFW_EGE_103707
4501,DFW_LGB_66838
4502,ORD_SJU_99791
4503,ATL_MEI_105074
4504,MSP_EWR_74717
4505,DFW_JAN_87471
4506,DEN_IAD_60526
4507,MSP_LGA_61839
4508,OAK_SEA_90787
4509,ATL_MEI_70580
4510,ATL_MEI_88239
4511,MSP_EWR_100961
4512,ORD_LAS_77659
4513,ATL_MEI_68715
4514,MSP_EWR_89309
4515,ATL_CVG_76505
4516,CVG_MHT_63130
4517,MSP_LGA_59582
4518,PNS_IAH_102380
4519,EWR_MCO_67486
4520,MSP_LGA_82436
4521,MSP_ORD_104291
4522,IAH_CLE_92040
4523,ORD_IND_75253
4524,CLE_BOS_103092
4525,PIT_DFW_97805
4526,SNA_ORD_87967
4527,HOU_MDW_71096
4528,BTR_IAH_74047
4529,EWR_GSO_60758
4530,IAH_SFO_99295
4531,ORD_IND_74457
4532,ATL_FWA_94915
4533,PHX_OKC_75622
4534,HOU_MDW_85638
4535,DTW_BNA_73347
4536,DCA_ORD_80544
4537,SJC_LAX_62166
4538,CLT_MCI_72680
4539,ATL_FWA_72167
4540,EWR_SJU_69491
4541,RDU_MCO_89830
4542,DTW_DFW_80868
4543,DTW_BOS_95725
4544,DCA_BUF_95666
4545,ORD_FWA_65683
4546,ATL_BUF_67834
4547,MSP_JFK_71404
4548,ATL_TPA_93393
4549,CVG_MCI_65343
4550,AUS_DFW_62366
4551,CVG_GSO_81103
4552,CVG_MCI_73405
4553,LAX_ORD_59536
4554,ATL_EVV_103060
4555,ATL_IAD_72891
4556,SEA_LAX_96495
4557,ATL_ORD_65877
4558,DFW_LAW_80282
4559,ATL_BUF_66675
4560,DEN_ABQ_81424
4561,DFW_SNA_73055
4562,CHS_CVG_97070
4563,DFW_STL_103062
4564,SFO_SAT_78190
4565,MSP_JFK_91973
4566,EWR_DCA_85393
4567,CVG_MDT_63391
4568,MSP_JFK_96697
4569,BWI_MSY_82915
4570,BUR_SEA_101310
4571,BNA_SAN_73809
4572,ATL_TUL_83069
4573,SNA_PHX_104353
4574,MSP_EWR_57230
4575,BUR_SEA_98818
4576,ELP_LAX_76116
4577,DFW_TYS_97869
4578,RDU_CVG_98175
4579,SFO_CLE_97405
4580,SNA_PHX_74574
4581,IAH_DFW_72907
4582,LAS_SEA_103909
4583,ATL_BUF_69971
4584,IAH_DFW_100108
4585,GTF_MSP_66195
4586,XNA_SLC_93655
4587,ATL_AVP_99896
4588,ABQ_SLC_66472
4589,DFW_CRP_85353
4590,DCA_PIT_85112
4591,DCA_IND_78214
4592,DCA_DTW_81085
4593,HKY_ATL_94641
4594,ORD_LAS_82947
4595,STL_SLC_83013
4596,HLN_SLC_99218
4597,BOS_LGA_67200
4598,SEA_ORD_66101
4599,DTW_BOS_78494
4600,RAP_ORD_74587
4601,DFW_LBB_82633
4602,TYS_CVG_87126
4603,CLE_DFW_85437
4604,TPA_PIT_74983
4605,DFW_TYS_58062
4606,EWR_DFW_104182
4607,TYS_CVG_66130
4608,FAT_LAX_62174
4609,DFW_SNA_67286
4610,CLE_MDT_76947
4611,CVG_STL_77502
4612,GTF_MSP_87089
4613,CAK_BOS_92345
4614,ATL_MLI_99909
4615,IAH_MCO_72437
4616,FAT_LAX_93237
4617,ICT_CVG_94151
4618,CAK_CVG_76242
4619,LGA_MSP_67599
4620,DFW_DCA_86022
4621,DFW_DCA_65362
4622,XNA_SLC_70413
4623,SMF_LAX_68139
4624,PHX_SLC_75050
4625,MDW_CLE_69526
4626,TPA_BWI_89241
4627,BZN_MSP_72354
4628,ATL_GNV_72304
4629,HOU_MDW_96611
4630,MSP_DFW_89661
4631,EWR_PWM_91657
4632,MCI_PHX_91297
4633,LAX_EWR_94408
4634,BHM_CVG_86519
4635,DFW_LAX_78739
4636,DEN_ORD_70923
4637,DTW_BOS_92271
4638,TPA_BWI_63791
4639,HDN_MSP_58294
4640,SBN_CVG_69430
4641,PHX_SLC_88741
4642,DFW_ORF_65828
4643,BNA_HOU_94505
4644,DTW_MDW_72379
4645,MCO_PVD_75522
4646,SBN_CVG_89601
4647,IAH_DTW_79768
4648,CVG_LIT_72911
4649,GEG_PHX_58950
4650,DTW_LAS_97332
4651,IAH_CMH_100516
4652,DFW_HOU_101191
4653,DFW_SJT_73078
4654,DFW_HOU_93319
4655,TPA_PIT_69108
4656,ORD_CHA_71087
4657,DFW_HOU_81934
4658,ORD_LAS_95027
4659,ATL_ROA_90280
4660,TPA_RDU_101545
4661,HSV_DFW_102674
4662,ATL_AVP_69428
4663,ORD_LAS_93064
4664,CHS_PHL_77504
4665,CVG_SHV_60701
4666,ATL_PVD_70433
4667,DTW_MKE_75154
4668,PVD_EWR_79885
4669,CLT_BUF_75515
4670,JFK_LAX_102196
4671,DTW_ATL_81590
4672,IAH_RIC_103710
4673,MCO_MEM_70802
4674,ORF_BOS_65045
4675,CVG_SAV_76561
4676,MSY_DFW_89940
4677,DTW_ATL_73513
4678,ISP_MDW_65983
4679,IAH_LIT_101247
4680,MDW_MCI_80692
4681,IAH_MEM_69646
4682,PDX_ORD_78604
4683,PIT_DFW_62440
4684,SMF_PHX_100363
4685,IAH_JAN_60066
4686,DFW_PHL_87247
4687,PWM_ATL_78239
4688,FAT_DEN_58032
4689,IAH_LIT_75113
4690,FAT_DEN_84814
4691,DEN_MEM_70254
4692,CLT_ATL_77156
4693,SFO_MFR_78872
4694,PSC_DEN_95192
4695,IAH_LIT_66008
4696,MCO_CMH_57923
4697,ORD_BOS_59265
4698,ATL_PDX_100183
4699,ORD_MCO_57359
4700,MSP_BNA_62789
4701,DFW_SAT_80840
4702,PHL_RIC_65536
4703,SJU_PHL_76363
4704,IND_MIA_67058
4705,BOS_LGA_100938
4706,SFO_LAX_71372
4707,CVG_DEN_73280
4708,ORD_EWR_65765
4709,SEA_BOS_66790
4710,BZN_MSP_74492
4711,SLC_COD_96091
4712,IAH_IAD_85032
4713,IAH_DTW_86197
4714,DCA_LGA_74454
4715,DFW_LAS_83977
4716,IAH_IAD_70493
4717,TYS_ORD_98359
4718,DFW_LAX_92761
4719,SLC_COD_68517
4720,DEN_MCI_71634
4721,LGA_RDU_89296
4722,CLE_ABE_105613
4723,DTW_MKE_74469
4724,SGU_LAX_84100
4725,PHL_RDU_94780
4726,DCA_LGA_75756
4727,CLE_MSN_87398
4728,ATL_MCO_71113
4729,DFW_MAF_59710
4730,LGA_RDU_90273
4731,DCA_LGA_89798
4732,DFW_LAX_103942
4733,DFW_DEN_83366
4734,MEM_ATL_90768
4735,ATL_FLO_84627
4736,IAH_GRR_74062
4737,DFW_SNA_61377
4738,BOS_MCO_102684
4739,OAK_LAX_92281
4740,CVG_SYR_70115
4741,ISP_MDW_98717
4742,ABQ_LAX_56835
4743,CLE_ATL_94003
4744,SFO_EWR_87943
4745,SMF_BUR_102195
4746,DFW_DEN_61360
4747,STL_FLL_60457
4748,MCO_ORD_92869
4749,PIT_BOS_63992
4750,CLE_BNA_75647
4751,SJC_ONT_61054
4752,CLE_ISP_68562
4753,SFO_MFR_71121
4754,ORD_GSP_101616
4755,PIT_BWI_98794
4756,MSP_ORD_102187
4757,SJC_LAX_88376
4758,BWI_ROC_103437
4759,STL_DFW_84200
4760,STL_DFW_57259
4761,DTW_EWR_102393
4762,MEM_ATL_76030
4763,SLC_RAP_75053
4764,SLC_FCA_57422
4765,DEN_MCI_65887
4766,DEN_MCI_85888
4767,TOL_ATL_78881
4768,ONT_DFW_99378
4769,DEN_PHX_75634
4770,DFW_EWR_62078
4771,CLT_SYR_95120
4772,MCO_ATL_100353
4773,SLC_ATL_83458
4774,LGA_MIA_65916
4775,CMH_BWI_69707
4776,MSY_DEN_104776
4777,SFO_BOS_94920
4778,LAS_SAN_59234
4779,OAK_PHL_89856
4780,DFW_ORD_72852
4781,SEA_PHX_66435
4782,IAD_ATL_93146
4783,SLC_MCI_82134
4784,IAH_CMH_92111
4785,MSY_HOU_60197
4786,BWI_BHM_57743
4787,ANC_MSP_93302
4788,OAK_SNA_83489
4789,LIT_ATL_100955
4790,IND_RSW_100074
4791,DTW_ATL_90886
4792,ORD_SAT_99123
4793,ORD_DEN_61237
4794,FSD_MSP_87539
4795,RNO_MSP_87794
4796,EUG_DEN_81144
4797,DFW_ORD_60195
4798,LBB_DFW_100174
4799,ATL_SAN_90570
4800,BWI_MIA_102305
4801,LBB_DFW_63066
4802,SFO_STL_105162
4803,EWR_BOS_105338
4804,ORD_DFW_71497
4805,DTW_SAN_95271
4806,IAH_GPT_89411
4807,STL_DFW_95824
4808,DTW_ATL_90248
4809,DTW_SAN_80477
4810,FLL_MEM_65864
4811,HPN_ATL_60432
4812,ATL_PWM_80449
4813,SLC_MSP_100495
4814,IAH_HSV_97942
4815,SDF_ATL_88492
4816,IAH_PNS_74287
4817,ILM_ATL_77897
4818,IAH_HSV_81950
4819,DTW_CVG_79093
4820,PHX_ELP_101450
4821,DCA_MCO_57559
4822,PHL_MDW_75269
4823,PHX_OAK_69164
4824,LAS_SAN_69987
4825,ORD_SAN_75769
4826,PHX_ONT_94188
4827,TPA_SDF_101075
4828,OAK_BUR_92712
4829,DFW_ONT_75585
4830,FLL_MEM_83279
4831,TLH_ATL_75163
4832,LAS_SEA_65427
4833,EWR_ROC_62825
4834,MCO_MIA_97861
4835,DFW_LAS_89979
4836,IAH_BHM_79457
4837,PIT_ATL_69186
4838,ATL_MEM_73953
4839,LGA_MIA_74289
4840,CVG_CHA_65939
4841,ORD_SFO_98905
4842,EWR_PHL_92708
4843,IAH_PHX_78774
4844,PHX_MSP_100384
4845,LAS_SFO_72979
4846,ORD_SMF_82892
4847,CLT_MCO_73477
4848,CAE_LGA_69708
4849,IAH_BNA_66122
4850,CLT_IAD_92598
4851,SJU_ORD_73846
4852,PIT_EWR_72689
4853,MSP_GRR_79355
4854,FCA_SLC_96684
4855,IAH_BWI_70101
4856,LAS_SFO_84417
4857,MCO_PHL_73143
4858,SAN_DEN_85944
4859,MCO_ORD_80838
4860,DFW_BDL_97004
4861,IAH_BNA_86288
4862,STL_FLL_88885
4863,MEM_MIA_84121
4864,FLL_MDW_73730
4865,DTW_PHL_100133
4866,MCO_PHL_94945
4867,COS_ORD_94292
4868,TUS_MSP_71311
4869,MSP_MEM_82305
4870,PVD_PHX_89186
4871,MIA_SFO_92283
4872,MIA_MEM_61976
4873,LAS_SFO_81432
4874,SJC_SBA_78577
4875,JFK_GSO_64773
4876,JFK_GSO_92511
4877,JFK_GSO_78722
4878,ATL_GPT_68642
4879,CVG_CAK_77951
4880,MCO_IAD_86249
4881,ATL_GPT_82852
4882,ORD_MSY_63642
4883,SFO_FAT_92889
4884,RSW_MSP_94853
4885,MKE_DFW_85610
4886,DTW_SFO_102030
4887,IAH_CRP_70521
4888,FCA_SLC_66757
4889,CLT_SYR_71134
4890,FCA_SLC_99336
4891,CLT_SYR_57627
4892,ORD_ATL_60568
4893,DFW_MEM_81317
4894,COS_SLC_64152
4895,SFO_HNL_72860
4896,CVG_CAK_81023
4897,CVG_ORD_77680
4898,ONT_MSP_94507
4899,ALB_BWI_101734
4900,DFW_CVG_87407
4901,DEN_MCI_97478
4902,PHL_MHT_98366
4903,PHX_LAX_59907
4904,SJC_DEN_90237
4905,GTF_DEN_93985
4906,MCO_PHL_94525
4907,PHL_MHT_75299
4908,DFW_TPA_99741
4909,ALB_BWI_88028
4910,TUS_LAS_73174
4911,SNA_LAS_58446
4912,LGA_DCA_89202
4913,DFW_CVG_85397
4914,RNO_SEA_62813
4915,CLT_MHT_77135
4916,PHX_SJC_82303
4917,ORD_STL_101923
4918,SLC_ABQ_82472
4919,ORD_MSP_67064
4920,LGB_DFW_58488
4921,CVG_PIT_90908
4922,CLT_BDL_82236
4923,IND_PHL_62659
4924,DEN_MCO_86145
4925,ORD_SPI_86731
4926,EWR_CHS_68318
4927,EUG_DEN_80097
4928,CMH_PHL_103783
4929,CVG_ATL_61725
4930,SLC_ONT_83090
4931,SAN_MSP_59906
4932,DEN_TPA_82008
4933,DEN_LAX_58572
4934,DFW_EWR_73333
4935,CVG_BTV_93878
4936,EWR_ROC_100425
4937,DFW_MEM_103840
4938,LAX_JFK_58468
4939,LGA_DCA_71745
4940,ATL_IAH_65926
4941,SFO_PDX_89268
4942,SNA_DFW_79559
4943,TPA_PHL_92514
4944,TLH_JFK_95957
4945,SMF_MSP_68254
4946,TLH_JFK_86409
4947,DFW_SJC_77020
4948,JAX_BOS_103474
4949,PHL_MCO_80370
4950,HOU_ATL_99819
4951,IAH_MIA_59471
4952,TOL_ATL_67438
4953,ATL_AEX_93746
4954,LGA_CLE_89837
4955,JFK_GSO_94445
4956,MSP_MCO_78603
4957,OMA_ATL_74671
4958,PHX_PHL_60939
4959,IAH_MEM_87374
4960,SFO_SLC_70102
4961,SFO_PHX_68786
4962,SFO_PHX_79488
4963,LAS_DEN_69197
4964,SAN_SLC_86225
4965,LEX_DTW_58969
4966,ORD_CMH_88771
4967,BIS_MSP_64668
4968,DFW_LIT_75433
4969,ONT_IAH_57707
4970,ABQ_MSP_87955
4971,MDT_ORD_59130
4972,SLC_ONT_66045
4973,ATL_PIA_92583
4974,LGA_ORD_77390
4975,LAX_MSP_96483
4976,ATL_GPT_95712
4977,MDT_ORD_63310
4978,RDU_MCO_95375
4979,PHX_ORD_89666
4980,HOU_FLL_58232
4981,HOU_LAS_85990
4982,DTW_IAH_71652
4983,LAS_CMH_60014
4984,PHX_LAX_101757
4985,FNT_RSW_64814
4986,SJC_ORD_91036
4987,PHL_MIA_88606
4988,CMH_DEN_103638
4989,ALB_DTW_78627
4990,ALB_DTW_70584
4991,ORD_AZO_68955
4992,MDT_DTW_80355
4993,ABQ_MSP_71506
4994,TPA_MEM_64404
4995,MDT_DTW_59692
4996,IAH_LGA_74037
4997,TUS_IAH_75630
4998,MDT_DTW_74444
4999,AVL_CVG_85457
5000,AVL_CVG_105622
5001,ABQ_MSP_63182
5002,CVG_IAD_71012
5003,MFE_DFW_63916
5004,ATL_JAX_104759
5005,IAD_MCO_73195
5006,MCI_IAH_61495
5007,SAT_DFW_61333
5008,EWR_JAX_80037
5009,ATL_CLT_78844
5010,CLE_ORF_65933
5011,TUS_DFW_85029
5012,PHX_PDX_101097
5013,MCI_IAH_77933
5014,SJC_MSP_65270
5015,LAX_MCI_58834
5016,PHX_SNA_70227
5017,MCO_RDU_81957
5018,DAB_ATL_95849
5019,ATL_PFN_102681
5020,ATL_CAE_77041
5021,ATL_JFK_68620
5022,PVD_IAD_69809
5023,SNA_PHX_94610
5024,DFW_SJC_95208
5025,PIT_MCO_65504
5026,JFK_CVG_93642
5027,CVG_CLT_87183
5028,ATL_PFN_71069
5029,MHT_PHL_102643
5030,IND_DTW_83190
5031,IAH_SLC_103787
5032,LAS_BUR_75825
5033,SNA_SEA_68353
5034,DEN_IAH_80490
5035,ATL_CAE_98598
5036,ORD_CVG_76533
5037,LAX_MSP_67859
5038,ELP_DFW_84727
5039,MDW_LGA_90317
5040,ORD_CVG_80800
5041,SFO_DFW_73804
5042,PHX_SNA_91627
5043,DCA_DTW_89379
5044,EWR_BOS_61160
5045,SLC_SAN_67304
5046,DFW_IAH_72147
5047,IAH_PBI_84974
5048,DFW_FSM_94940
5049,EWR_XNA_79240
5050,DFW_SGF_73338
5051,HOU_DFW_99594
5052,LFT_ATL_91381
5053,IAD_DTW_60176
5054,ATL_CAK_84600
5055,AVL_CVG_71103
5056,PHX_CLE_80728
5057,MFE_IAH_60570
5058,IND_ATL_87697
5059,JAX_CLT_65269
5060,MSP_CMH_91126
5061,MKE_MSP_95068
5062,BOS_PHL_79230
5063,DCA_DFW_88589
5064,DCA_DFW_62418
5065,HOU_ATL_100431
5066,DCA_DFW_72400
5067,ATL_ORF_63928
5068,SEA_SLC_99020
5069,MDW_BWI_73315
5070,MKE_CVG_78318
5071,SEA_MCI_62812
5072,GSO_DTW_64752
5073,MKE_CVG_92952
5074,LBB_DAL_57955
5075,MKE_CVG_88311
