FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp
LAX_ORD_27325,2004,9,16,4,1100,1705,245,LAX,ORD,1745,16-09-2004 17:05
PHL_BOS_54258,2004,7,3,6,1630,1745,75,PHL,BOS,280,03-07-2004 17:45
DSM_DEN_39008,2004,5,15,6,1735,1820,105,DSM,DEN,589,15-05-2004 18:20
ORD_TPA_31649,2004,7,3,6,1610,1952,162,ORD,TPA,1012,03-07-2004 19:52
GRB_CVG_25835,2004,5,21,5,1030,1255,85,GRB,CVG,416,21-05-2004 12:55
CLE_RDU_38544,2004,9,27,1,1140,1309,89,CLE,RDU,416,27-09-2004 13:09
MSP_SNA_34610,2004,5,23,7,1143,1333,230,MSP,SNA,1522,23-05-2004 13:33
CAK_CVG_52733,2004,11,20,6,1014,1115,61,CAK,CVG,214,20-11-2004 11:38
IAH_PBI_33624,2004,11,1,1,1040,1431,171,IAH,PBI,956,01-11-2004 16:24
OKC_DEN_27597,2004,7,29,4,845,916,91,OKC,DEN,495,29-07-2004 09:16
SEA_PSP_39842,2004,9,24,5,1145,1413,148,SEA,PSP,987,24-09-2004 14:13
IAD_GSO_44851,2004,11,18,4,640,745,65,IAD,GSO,239,18-11-2004 10:11
ILM_ATL_41842,2004,7,30,5,1005,1130,85,ILM,ATL,377,30-07-2004 11:30
FLO_ATL_50119,2004,11,22,1,1015,1125,70,FLO,ATL,273,22-11-2004 12:54
DFW_PDX_43663,2004,3,4,4,1604,1819,255,DFW,PDX,1616,04-03-2004 18:19
LAX_ATL_26650,2004,7,11,7,912,1640,268,LAX,ATL,1946,11-07-2004 16:40
PHX_DEN_49035,2004,5,21,5,600,837,97,PHX,DEN,602,21-05-2004 08:37
IAD_SFO_36262,2004,9,17,5,1445,1729,344,IAD,SFO,2419,17-09-2004 17:29
ORF_CVG_53288,2004,9,4,6,935,1113,98,ORF,CVG,485,04-09-2004 13:49
DFW_RDU_30548,2004,7,30,5,1052,1434,162,DFW,RDU,1062,30-07-2004 14:34
MEM_ORD_40874,2004,1,3,6,830,1009,99,MEM,ORD,491,03-01-2004 10:09
MRY_LAX_46268,2004,11,13,6,1338,1457,79,MRY,LAX,267,13-11-2004 14:57
IAH_ABQ_50927,2004,11,4,4,1210,1323,133,IAH,ABQ,744,04-11-2004 13:23
ORD_DEN_28888,2004,5,7,5,630,755,145,ORD,DEN,888,07-05-2004 07:55
PHX_ATL_40698,2004,11,11,4,855,1427,212,PHX,ATL,1587,11-11-2004 14:27
SFO_EUG_42309,2004,11,8,1,652,820,88,SFO,EUG,451,08-11-2004 08:20
SEA_HNL_31056,2004,3,11,4,845,1300,375,SEA,HNL,2677,11-03-2004 13:00
PHL_PBI_52774,2004,9,25,6,1615,1910,175,PHL,PBI,951,25-09-2004 20:09
CLE_IND_36677,2004,7,12,1,1650,1700,70,CLE,IND,261,12-07-2004 17:00
SGF_ORD_49178,2004,5,13,4,1340,1515,95,SGF,ORD,438,13-05-2004 17:51
LAS_SMF_28000,2004,7,5,1,1000,1130,90,LAS,SMF,397,05-07-2004 11:30
GSO_LGA_36577,2004,5,3,1,1250,1434,104,GSO,LGA,461,03-05-2004 14:34
BOS_LGB_37066,2004,9,15,3,730,1100,390,BOS,LGB,2602,15-09-2004 11:00
SMF_SAN_26141,2004,7,11,7,1005,1130,85,SMF,SAN,480,11-07-2004 11:30
DEN_LAS_39032,2004,11,2,2,1435,1529,114,DEN,LAS,629,02-11-2004 15:29
MFR_SFO_34331,2004,7,14,3,1030,1144,74,MFR,SFO,329,14-07-2004 11:44
ABE_ATL_51095,2004,5,26,3,1725,1939,134,ABE,ATL,692,26-05-2004 19:39
ORF_PHL_28829,2004,11,13,6,1245,1349,64,ORF,PHL,211,13-11-2004 13:49
IAD_LAX_31176,2004,7,20,2,1800,2015,315,IAD,LAX,2288,20-07-2004 20:15
ORD_LGA_39024,2004,7,7,3,600,906,126,ORD,LGA,733,07-07-2004 09:06
PHX_LAS_47389,2004,11,12,5,1200,1210,70,PHX,LAS,256,12-11-2004 12:10
ONT_IAH_46573,2004,7,20,2,710,1227,197,ONT,IAH,1334,20-07-2004 12:27
TPA_DEN_30823,2004,5,16,7,845,1028,223,TPA,DEN,1506,16-05-2004 10:28
CAE_ORD_53575,2004,5,2,7,1233,1350,137,CAE,ORD,666,02-05-2004 13:50
SBA_SFO_37399,2004,9,22,3,1720,1821,61,SBA,SFO,262,22-09-2004 18:21
IAH_PIT_26479,2004,11,1,1,1035,1427,172,IAH,PIT,1117,01-11-2004 15:51
ATL_BOS_55470,2004,11,11,4,1542,1810,148,ATL,BOS,946,11-11-2004 18:10
TPA_ATL_52427,2004,7,4,7,1420,1558,98,TPA,ATL,406,04-07-2004 15:58
MSP_LGA_54285,2004,11,28,7,1035,1411,156,MSP,LGA,1020,28-11-2004 14:11
OAK_SEA_33595,2004,9,26,7,810,1010,120,OAK,SEA,671,26-09-2004 10:10
CVG_IAH_53322,2004,5,5,3,1245,1419,154,CVG,IAH,871,05-05-2004 14:19
LAS_DEN_47992,2004,3,16,2,614,859,105,LAS,DEN,629,16-03-2004 08:59
SGF_CVG_55037,2004,5,7,5,1050,1320,90,SGF,CVG,491,07-05-2004 13:20
SAN_IAD_28182,2004,7,9,5,740,1542,302,SAN,IAD,2253,09-07-2004 15:42
DTW_BOS_55197,2004,11,24,3,1656,1844,108,DTW,BOS,632,24-11-2004 21:37
ATL_SLC_30696,2004,9,16,4,1313,1502,229,ATL,SLC,1589,16-09-2004 17:11
CLE_ABE_52471,2004,7,30,5,855,1008,73,CLE,ABE,339,30-07-2004 12:10
IAD_CLE_47407,2004,9,13,1,745,900,75,IAD,CLE,288,13-09-2004 09:00
IND_MSY_35211,2004,7,28,3,1015,1210,115,IND,MSY,708,28-07-2004 12:10
SMF_HNL_44099,2004,7,2,5,905,1120,315,SMF,HNL,2462,02-07-2004 11:20
LAX_FLL_54211,2004,3,2,2,1035,1815,280,LAX,FLL,2342,02-03-2004 18:15
IND_PHX_52476,2004,5,22,6,1625,1817,232,IND,PHX,1489,22-05-2004 18:17
CMH_MSP_52280,2004,5,13,4,1351,1450,119,CMH,MSP,627,13-05-2004 14:50
DFW_IAH_26444,2004,7,1,4,745,855,70,DFW,IAH,224,01-07-2004 08:55
DFW_PHL_39389,2004,5,15,6,1105,1518,193,DFW,PHL,1302,15-05-2004 15:18
SAT_PHX_27722,2004,3,9,2,850,1027,157,SAT,PHX,843,09-03-2004 10:27
IAD_SFO_29015,2004,11,22,1,1745,2050,365,IAD,SFO,2419,22-11-2004 23:25
SFO_EUG_28004,2004,11,29,1,840,1008,88,SFO,EUG,451,29-11-2004 10:08
LAX_MSP_38501,2004,3,31,3,1540,2110,210,LAX,MSP,1536,31-03-2004 21:10
LGA_MSY_54250,2004,7,25,7,1111,1319,188,LGA,MSY,1183,25-07-2004 13:19
SLC_PSP_53709,2004,7,6,2,1130,1206,96,SLC,PSP,541,06-07-2004 12:06
CLT_ORD_48873,2004,11,19,5,800,912,132,CLT,ORD,599,19-11-2004 09:38
PHL_ORD_31814,2004,11,15,1,1730,1851,141,PHL,ORD,678,15-11-2004 18:51
PHX_ATL_32384,2004,3,19,5,1258,1828,210,PHX,ATL,1587,19-03-2004 18:28
BWI_PHX_33186,2004,9,13,1,1025,1222,297,BWI,PHX,1999,13-09-2004 12:22
IAH_LAX_41713,2004,11,23,2,1150,1330,220,IAH,LAX,1379,23-11-2004 15:48
SLC_COS_28516,2004,11,25,4,1330,1454,84,SLC,COS,410,25-11-2004 17:39
LAX_JFK_30053,2004,1,2,5,845,1655,310,LAX,JFK,2475,02-01-2004 17:55
LIT_IAH_54473,2004,11,18,4,640,805,85,LIT,IAH,374,18-11-2004 09:21
CVG_ORF_40419,2004,5,31,1,1335,1502,87,CVG,ORF,485,31-05-2004 15:02
ATL_EWR_36872,2004,5,6,4,1430,1645,135,ATL,EWR,745,06-05-2004 16:45
SAN_LAS_43331,2004,3,2,2,1225,1330,65,SAN,LAS,258,02-03-2004 13:30
MCO_CAK_29286,2004,5,2,7,825,1040,135,MCO,CAK,860,02-05-2004 11:31
SMF_SNA_39738,2004,11,12,5,1445,1605,80,SMF,SNA,404,12-11-2004 17:33
ATL_DFW_36350,2004,3,1,1,700,818,138,ATL,DFW,732,01-03-2004 08:18
IAD_SDF_46246,2004,9,15,3,1225,1401,96,IAD,SDF,451,15-09-2004 15:52
ONT_SMF_49518,2004,11,8,1,1730,1845,75,ONT,SMF,389,08-11-2004 21:00
PHL_IAH_39507,2004,11,7,7,1345,1624,219,PHL,IAH,1324,07-11-2004 16:24
MCO_JFK_32286,2004,7,16,5,1025,1250,145,MCO,JFK,944,16-07-2004 12:50
CLE_PHX_54853,2004,5,16,7,1700,1826,266,CLE,PHX,1737,16-05-2004 18:26
RNO_DEN_32323,2004,3,12,5,610,914,124,RNO,DEN,804,12-03-2004 09:14
IAD_BUF_48021,2004,5,6,4,845,1000,75,IAD,BUF,284,06-05-2004 10:00
SNA_PHX_31490,2004,11,3,3,820,1038,78,SNA,PHX,338,03-11-2004 10:38
MIA_ATL_53335,2004,3,23,2,940,1134,114,MIA,ATL,595,23-03-2004 11:34
DFW_COS_55542,2004,11,20,6,1544,1639,115,DFW,COS,592,20-11-2004 18:29
MCI_CVG_27900,2004,5,26,3,1210,1454,104,MCI,CVG,539,26-05-2004 14:54
PHX_MSP_54330,2004,9,19,7,1412,1914,182,PHX,MSP,1276,19-09-2004 19:14
OKC_DEN_26822,2004,3,6,6,1317,1353,96,OKC,DEN,495,06-03-2004 13:53
SMF_DEN_28877,2004,9,22,3,600,914,134,SMF,DEN,910,22-09-2004 09:14
JAX_ORD_36976,2004,5,1,6,1700,1844,164,JAX,ORD,865,01-05-2004 20:07
MDW_BDL_55255,2004,9,25,6,840,1140,120,MDW,BDL,777,25-09-2004 11:40
PNS_CLT_27514,2004,5,9,7,1200,1429,89,PNS,CLT,488,09-05-2004 14:29
CVG_DTW_45507,2004,11,20,6,1430,1540,70,CVG,DTW,229,20-11-2004 17:04
ORD_OGG_34778,2004,9,2,4,1050,1452,542,ORD,OGG,4184,02-09-2004 14:52
LAX_PIT_50486,2004,5,12,3,715,1444,269,LAX,PIT,2136,12-05-2004 14:44
IAH_SJT_31495,2004,5,6,4,910,1042,92,IAH,SJT,321,06-05-2004 10:42
STL_CLE_54043,2004,11,7,7,1200,1433,93,STL,CLE,487,07-11-2004 14:33
TYS_DFW_40020,2004,7,15,4,700,823,143,TYS,DFW,772,15-07-2004 08:23
CLT_ORD_36528,2004,9,30,4,1215,1312,117,CLT,ORD,599,30-09-2004 13:12
LAX_HOU_45797,2004,3,24,3,820,1325,185,LAX,HOU,1390,24-03-2004 13:25
DEN_LNK_36043,2004,11,5,5,1536,1753,77,DEN,LNK,423,05-11-2004 17:53
BOS_MIA_48346,2004,3,16,2,1755,2121,206,BOS,MIA,1258,16-03-2004 23:46
OMA_DFW_25777,2004,7,5,1,1144,1332,108,OMA,DFW,583,05-07-2004 13:32
SJU_BDL_44952,2004,5,18,2,1725,2121,236,SJU,BDL,1666,18-05-2004 21:21
SYR_ATL_51882,2004,7,6,2,1050,1307,137,SYR,ATL,793,06-07-2004 14:17
DAL_ABQ_33238,2004,9,22,3,835,920,105,DAL,ABQ,580,22-09-2004 09:20
FLL_LAX_55048,2004,7,16,5,1650,1900,310,FLL,LAX,2342,16-07-2004 19:00
EWR_DEN_40170,2004,3,28,7,1710,1920,250,EWR,DEN,1605,28-03-2004 19:20
FNT_CVG_39834,2004,9,9,4,1645,1800,75,FNT,CVG,275,09-09-2004 18:00
IAH_LAS_48565,2004,7,10,6,1745,1851,186,IAH,LAS,1222,10-07-2004 18:51
PHX_LAS_41359,2004,11,3,3,1550,1555,65,PHX,LAS,256,03-11-2004 15:55
DCA_RDU_54674,2004,9,4,6,700,805,65,DCA,RDU,227,04-09-2004 09:43
ORD_SMF_36989,2004,9,7,2,1445,1717,272,ORD,SMF,1781,07-09-2004 17:17
MIA_ATL_30223,2004,9,27,1,1552,1749,117,MIA,ATL,595,27-09-2004 17:49
MSP_ATL_44042,2004,5,31,1,1316,1640,144,MSP,ATL,906,31-05-2004 16:40
MIA_MSY_44997,2004,9,5,7,1435,1533,118,MIA,MSY,674,05-09-2004 15:33
MSY_MSP_54455,2004,11,10,3,1317,1559,162,MSY,MSP,1040,10-11-2004 15:59
PHX_SJC_51814,2004,11,16,2,1405,1503,118,PHX,SJC,621,16-11-2004 15:03
LGA_BNA_34994,2004,11,14,7,1305,1436,151,LGA,BNA,764,14-11-2004 14:36
ONT_DFW_39940,2004,1,4,7,1431,1920,169,ONT,DFW,1189,04-01-2004 19:20
PHL_CLE_26225,2004,9,18,6,1500,1635,95,PHL,CLE,363,18-09-2004 16:35
LAS_RNO_33921,2004,3,25,4,930,1050,80,LAS,RNO,345,25-03-2004 10:50
XNA_CVG_29431,2004,5,2,7,720,1002,102,XNA,CVG,561,02-05-2004 10:02
DEN_MSP_29027,2004,5,19,3,1020,1309,109,DEN,MSP,680,19-05-2004 15:32
GSP_CVG_26609,2004,5,3,1,1330,1500,90,GSP,CVG,317,03-05-2004 15:00
STL_EWR_46670,2004,5,27,4,1315,1644,149,STL,EWR,872,27-05-2004 18:17
BWI_CLE_37389,2004,7,12,1,1525,1645,80,BWI,CLE,314,12-07-2004 16:45
CHA_CVG_26561,2004,7,21,3,1040,1155,75,CHA,CVG,278,21-07-2004 11:55
SAN_ORD_32772,2004,11,18,4,751,1344,233,SAN,ORD,1723,18-11-2004 16:05
SDF_CLE_46592,2004,9,27,1,910,1023,73,SDF,CLE,304,27-09-2004 10:23
PHX_ATL_35391,2004,7,2,5,1158,1844,226,PHX,ATL,1587,02-07-2004 18:44
LGA_ORD_54317,2004,11,2,2,1500,1640,160,LGA,ORD,733,02-11-2004 16:40
DEN_PDX_25738,2004,3,28,7,1125,1304,159,DEN,PDX,992,28-03-2004 13:04
DCA_MEM_49650,2004,5,28,5,715,831,136,DCA,MEM,762,28-05-2004 08:31
IND_IAH_46786,2004,5,16,7,1055,1322,147,IND,IAH,845,16-05-2004 13:22
ALB_ATL_32658,2004,9,22,3,1238,1510,152,ALB,ATL,852,22-09-2004 15:10
JFK_FLL_46211,2004,5,11,2,1740,2045,185,JFK,FLL,1069,11-05-2004 20:45
ATL_BQK_36711,2004,9,24,5,1257,1402,65,ATL,BQK,238,24-09-2004 14:02
GJT_SLC_38274,2004,7,11,7,1618,1722,64,GJT,SLC,217,11-07-2004 17:22
PHX_DTW_28590,2004,7,22,4,600,1250,230,PHX,DTW,1671,22-07-2004 12:50
SNA_ORD_52174,2004,11,19,5,820,1410,230,SNA,ORD,1726,19-11-2004 16:11
ORD_BDL_43412,2004,5,24,1,1141,1439,118,ORD,BDL,783,24-05-2004 14:39
ATL_SAN_51914,2004,9,16,4,1650,1820,270,ATL,SAN,1891,16-09-2004 19:46
IND_ORD_34735,2004,1,4,7,804,810,66,IND,ORD,177,04-01-2004 10:09
TPA_ATL_52269,2004,7,5,1,1425,1603,98,TPA,ATL,406,05-07-2004 16:03
SAV_JFK_26781,2004,7,31,6,1655,1900,125,SAV,JFK,718,31-07-2004 19:00
CVG_JFK_33200,2004,5,26,3,1445,1645,120,CVG,JFK,589,26-05-2004 19:30
JAC_MSP_32991,2004,7,21,3,900,1216,136,JAC,MSP,872,21-07-2004 12:16
ATL_CLT_44339,2004,9,30,4,1554,1704,70,ATL,CLT,227,30-09-2004 17:04
RIC_ATL_45054,2004,3,15,1,710,908,118,RIC,ATL,481,15-03-2004 09:08
PHL_ORD_32095,2004,7,2,5,1150,1313,143,PHL,ORD,678,02-07-2004 13:13
CLE_SDF_35347,2004,5,6,4,1235,1351,76,CLE,SDF,304,06-05-2004 13:51
DFW_MFE_26037,2004,9,7,2,1611,1740,89,DFW,MFE,468,07-09-2004 17:40
SLC_BOI_55267,2004,5,25,2,1035,1140,65,SLC,BOI,291,25-05-2004 11:40
GSO_ATL_45992,2004,5,11,2,1155,1311,76,GSO,ATL,306,11-05-2004 13:11
DFW_OAK_54921,2004,7,30,5,1209,1341,212,DFW,OAK,1456,30-07-2004 13:41
LAX_FAT_36474,2004,11,9,2,725,842,77,LAX,FAT,209,09-11-2004 09:57
MEM_DFW_55100,2004,7,13,2,922,1052,90,MEM,DFW,432,13-07-2004 10:52
PHL_CVG_49395,2004,9,7,2,1110,1259,109,PHL,CVG,507,07-09-2004 12:59
BOS_BWI_43326,2004,9,8,3,1103,1231,88,BOS,BWI,370,08-09-2004 13:46
LAS_SMF_40614,2004,11,19,5,1000,1130,90,LAS,SMF,397,19-11-2004 11:30
ATL_LAS_54754,2004,7,18,7,1125,1233,248,ATL,LAS,1747,18-07-2004 12:33
STL_MEM_34523,2004,7,29,4,1625,1742,77,STL,MEM,256,29-07-2004 17:42
PHL_ALB_36680,2004,9,8,3,1515,1621,66,PHL,ALB,212,08-09-2004 18:02
DFW_MEM_33526,2004,9,4,6,1713,1837,84,DFW,MEM,432,04-09-2004 18:37
LAX_ORD_43622,2004,9,23,4,1453,2050,237,LAX,ORD,1745,23-09-2004 20:50
PIT_CLT_35495,2004,7,23,5,1000,1119,79,PIT,CLT,366,23-07-2004 12:39
GRR_CVG_26985,2004,7,21,3,1155,1305,70,GRR,CVG,268,21-07-2004 14:21
ABQ_LAS_48244,2004,7,18,7,1120,1145,85,ABQ,LAS,487,18-07-2004 11:45
ORD_ALB_47039,2004,5,14,5,1158,1453,115,ORD,ALB,723,14-05-2004 14:53
EWR_STL_50604,2004,5,28,5,930,1129,179,EWR,STL,872,28-05-2004 11:29
DFW_DSM_32097,2004,7,3,6,1340,1527,107,DFW,DSM,624,03-07-2004 18:06
LAX_JFK_30324,2004,1,3,6,800,1606,306,LAX,JFK,2475,03-01-2004 16:06
DFW_HOU_33266,2004,1,4,7,750,900,70,DFW,HOU,247,04-01-2004 09:00
TPA_CLT_53600,2004,7,11,7,1720,1855,95,TPA,CLT,508,11-07-2004 18:55
JFK_DTW_41582,2004,7,30,5,606,757,111,JFK,DTW,508,30-07-2004 09:40
LGA_MIA_42063,2004,11,10,3,1045,1351,186,LGA,MIA,1097,10-11-2004 13:51
DFW_MKE_27742,2004,11,11,4,642,859,137,DFW,MKE,853,11-11-2004 08:59
LGA_DCA_34490,2004,5,23,7,900,1012,72,LGA,DCA,214,23-05-2004 10:12
OAK_SAN_49025,2004,11,19,5,600,720,80,OAK,SAN,446,19-11-2004 07:20
HPN_CVG_31477,2004,5,28,5,1657,1900,123,HPN,CVG,597,28-05-2004 19:00
LAX_PHX_40701,2004,9,19,7,945,1104,79,LAX,PHX,370,19-09-2004 11:04
CVG_FLL_29103,2004,9,30,4,1505,1748,163,CVG,FLL,932,30-09-2004 17:48
DTW_MHT_43950,2004,9,22,3,926,1105,99,DTW,MHT,609,22-09-2004 11:05
MIA_DCA_27318,2004,7,4,7,1543,1815,152,MIA,DCA,920,04-07-2004 18:15
ORD_IAD_46513,2004,5,30,7,1315,1624,129,ORD,IAD,589,30-05-2004 18:31
CVG_PHL_31110,2004,11,5,5,720,903,103,CVG,PHL,507,05-11-2004 09:03
HRL_HOU_35796,2004,11,22,1,855,1000,65,HRL,HOU,276,22-11-2004 11:46
CVG_MYR_37840,2004,7,31,6,1045,1219,94,CVG,MYR,489,31-07-2004 12:19
DCA_BOS_49835,2004,9,18,6,850,1019,89,DCA,BOS,399,18-09-2004 12:20
MDW_CVG_51642,2004,5,19,3,940,1156,76,MDW,CVG,249,19-05-2004 11:56
CVG_EWR_50883,2004,5,2,7,1740,1943,123,CVG,EWR,569,02-05-2004 21:26
RIC_MIA_27073,2004,11,16,2,1020,1245,145,RIC,MIA,826,16-11-2004 12:45
SEA_SNA_39441,2004,11,2,2,1311,1557,166,SEA,SNA,978,02-11-2004 18:46
CLE_MCO_44763,2004,9,24,5,1240,1458,138,CLE,MCO,895,24-09-2004 17:24
EWR_IAH_54839,2004,7,12,1,1500,1750,230,EWR,IAH,1400,12-07-2004 19:13
ORD_DTW_27732,2004,5,23,7,954,1201,67,ORD,DTW,235,23-05-2004 12:01
OKC_CVG_55538,2004,7,28,3,1350,1652,122,OKC,CVG,756,28-07-2004 16:52
IAD_SFO_32870,2004,7,12,1,1640,1930,350,IAD,SFO,2419,12-07-2004 21:45
IAH_ATL_27485,2004,5,25,2,1720,2025,125,IAH,ATL,689,25-05-2004 20:25
CEC_SFO_39254,2004,7,18,7,1015,1143,88,CEC,SFO,304,18-07-2004 11:43
LAX_FAT_29280,2004,5,29,6,1105,1211,66,LAX,FAT,209,29-05-2004 12:11
ORD_EWR_31895,2004,5,6,4,900,1202,122,ORD,EWR,719,06-05-2004 12:02
DTW_CVG_45751,2004,5,30,7,1030,1136,66,DTW,CVG,229,30-05-2004 14:00
CVG_BNA_44311,2004,9,24,5,705,714,69,CVG,BNA,230,24-09-2004 07:14
ATL_GRR_49411,2004,11,11,4,946,1144,118,ATL,GRR,640,11-11-2004 14:07
LAX_SLC_29016,2004,11,4,4,630,916,106,LAX,SLC,590,04-11-2004 09:16
PHL_MCO_45426,2004,3,21,7,730,955,145,PHL,MCO,861,21-03-2004 09:55
IAH_MCI_43108,2004,3,25,4,1320,1530,130,IAH,MCI,643,25-03-2004 17:06
ATL_AVL_41128,2004,5,17,1,1800,1914,74,ATL,AVL,164,17-05-2004 20:40
BOS_ORD_36344,2004,9,18,6,800,941,161,BOS,ORD,867,18-09-2004 09:41
FLL_MDW_45624,2004,7,21,3,1608,1807,179,FLL,MDW,1166,21-07-2004 19:23
FAT_LAX_28665,2004,7,7,3,1721,1825,64,FAT,LAX,209,07-07-2004 18:25
DAY_MCO_47555,2004,5,25,2,740,955,135,DAY,MCO,808,25-05-2004 09:55
IAD_JFK_46913,2004,11,3,3,1500,1625,85,IAD,JFK,228,03-11-2004 16:25
ORD_CMH_34176,2004,11,24,3,1753,2007,74,ORD,CMH,296,24-11-2004 22:10
LAX_HNL_38920,2004,3,3,3,1250,1639,349,LAX,HNL,2556,03-03-2004 16:39
LAX_DFW_29335,2004,3,8,1,710,1213,183,LAX,DFW,1235,08-03-2004 12:13
CVG_MCO_32481,2004,5,28,5,1450,1657,127,CVG,MCO,756,28-05-2004 16:57
DCA_LGA_43462,2004,9,17,5,1700,1820,80,DCA,LGA,214,17-09-2004 18:20
DTW_LAX_36785,2004,5,21,5,1721,1912,291,DTW,LAX,1979,21-05-2004 19:12
ORF_LAS_52857,2004,5,22,6,1255,1520,325,ORF,LAS,2155,22-05-2004 15:20
DEN_MTJ_43989,2004,11,28,7,1105,1213,68,DEN,MTJ,197,28-11-2004 13:24
XNA_CVG_45945,2004,7,16,5,1415,1652,97,XNA,CVG,561,16-07-2004 16:52
ANC_SEA_54463,2004,9,2,4,800,1224,204,ANC,SEA,1449,02-09-2004 12:24
IAD_GSO_42166,2004,11,12,5,640,745,65,IAD,GSO,239,12-11-2004 10:39
MSP_EWR_38171,2004,7,12,1,1317,1703,166,MSP,EWR,1008,12-07-2004 17:03
LGA_ORD_38900,2004,11,22,1,1200,1339,159,LGA,ORD,733,22-11-2004 13:39
ATW_ATL_45150,2004,11,19,5,1746,2056,130,ATW,ATL,765,19-11-2004 22:18
PHX_DEN_26594,2004,5,13,4,1445,1720,95,PHX,DEN,602,13-05-2004 17:20
DTW_IAH_30107,2004,5,21,5,1451,1650,179,DTW,IAH,1076,21-05-2004 16:50
ALB_ATL_32187,2004,9,29,3,805,1036,151,ALB,ATL,852,29-09-2004 10:36
DEN_IAH_29468,2004,5,16,7,840,1154,134,DEN,IAH,861,16-05-2004 11:54
LGA_JAX_51326,2004,9,8,3,1100,1331,151,LGA,JAX,834,08-09-2004 15:06
SFO_SLC_54131,2004,9,10,5,1635,1925,110,SFO,SLC,599,10-09-2004 19:25
JFK_RSW_39891,2004,9,9,4,1030,1320,170,JFK,RSW,1074,09-09-2004 13:20
MCI_MDW_47183,2004,11,24,3,615,730,75,MCI,MDW,405,24-11-2004 08:52
ATL_IAD_30628,2004,9,14,2,1115,1258,103,ATL,IAD,533,14-09-2004 15:01
PDX_DEN_39592,2004,7,30,5,1055,1423,148,PDX,DEN,992,30-07-2004 14:23
LIT_DFW_36910,2004,3,4,4,1245,1358,73,LIT,DFW,304,04-03-2004 15:19
AVP_CVG_37609,2004,5,25,2,1205,1348,103,AVP,CVG,499,25-05-2004 13:48
BDL_MCO_28797,2004,9,6,1,1800,2045,165,BDL,MCO,1050,06-09-2004 20:45
DFW_SAT_37011,2004,3,27,6,856,1004,68,DFW,SAT,247,27-03-2004 10:04
ORD_MSP_35948,2004,9,7,2,1444,1617,93,ORD,MSP,334,07-09-2004 16:17
IAH_SFO_26693,2004,3,27,6,937,1148,251,IAH,SFO,1635,27-03-2004 11:48
DEN_BIL_47051,2004,9,12,7,1115,1241,86,DEN,BIL,455,12-09-2004 12:41
JFK_PHX_41442,2004,5,14,5,830,1038,308,JFK,PHX,2153,14-05-2004 11:06
ELP_LAS_48739,2004,7,3,6,855,935,100,ELP,LAS,584,03-07-2004 09:35
PDX_SMF_30697,2004,5,4,2,1600,1725,85,PDX,SMF,479,04-05-2004 17:25
CVG_OKC_53225,2004,1,4,7,905,1030,145,CVG,OKC,756,04-01-2004 11:13
TXK_IAH_26606,2004,5,18,2,1215,1332,77,TXK,IAH,252,18-05-2004 13:32
IAD_BOS_52501,2004,7,7,3,1055,1228,93,IAD,BOS,413,07-07-2004 12:28
BOS_PHL_48825,2004,3,11,4,1730,1906,96,BOS,PHL,280,11-03-2004 19:06
MOB_ATL_35481,2004,7,12,1,1517,1735,78,MOB,ATL,302,12-07-2004 17:35
BNA_MDW_44639,2004,9,21,2,800,920,80,BNA,MDW,395,21-09-2004 09:20
LAS_GEG_37289,2004,11,7,7,1025,1305,160,LAS,GEG,806,07-11-2004 15:58
IAD_ATL_41242,2004,9,24,5,1000,1150,110,IAD,ATL,533,24-09-2004 11:50
MIA_ATL_54643,2004,9,15,3,520,709,109,MIA,ATL,595,15-09-2004 07:09
RAP_MSP_51628,2004,9,5,7,1535,1804,89,RAP,MSP,490,05-09-2004 18:04
IAH_SFO_36532,2004,5,15,6,940,1147,247,IAH,SFO,1635,15-05-2004 11:47
ORD_TUL_32544,2004,9,1,3,1211,1359,108,ORD,TUL,585,01-09-2004 13:59
BUR_SMF_51790,2004,1,4,7,1115,1230,75,BUR,SMF,358,04-01-2004 12:30
ALB_MCO_54750,2004,9,24,5,1350,1645,175,ALB,MCO,1073,24-09-2004 16:45
MFR_SFO_44174,2004,3,23,2,1800,1911,71,MFR,SFO,329,23-03-2004 19:11
SEA_LAS_44575,2004,3,4,4,700,925,145,SEA,LAS,866,04-03-2004 09:25
MFR_SFO_47102,2004,9,9,4,540,653,73,MFR,SFO,329,09-09-2004 06:53
EWR_AGS_48616,2004,5,26,3,1545,1804,139,EWR,AGS,663,26-05-2004 18:04
IAD_EWR_36928,2004,11,16,2,1030,1150,80,IAD,EWR,213,16-11-2004 11:50
ATL_FWA_53924,2004,9,27,1,1541,1617,96,ATL,FWA,508,27-09-2004 16:17
JFK_SEA_30720,2004,11,20,6,730,1036,366,JFK,SEA,2421,20-11-2004 13:13
CVG_MSP_48827,2004,5,31,1,1740,1838,118,CVG,MSP,596,31-05-2004 18:38
HSV_DFW_40414,2004,5,4,2,1230,1433,123,HSV,DFW,603,04-05-2004 14:33
CVG_CLE_29215,2004,7,31,6,1735,1839,64,CVG,CLE,221,31-07-2004 21:32
DTW_ALB_53087,2004,7,18,7,1721,1847,86,DTW,ALB,488,18-07-2004 18:47
ATL_DTW_39620,2004,5,26,3,1429,1626,117,ATL,DTW,594,26-05-2004 16:26
